episode,total_reward,epsilon,loss
1,5.18999999999995,0.999,0.0
2,0.5199999999999791,0.998001,0.0
3,-1.879999999999999,0.997002999,0.0
4,-1.6799999999999984,0.996005996001,0.0
5,8.009999999999932,0.995009990004999,0.0
6,-1.6199999999999988,0.994014980014994,0.0
7,0.07999999999998852,0.993020965034979,0.0
8,1.2899999999999867,0.9920279440699441,0.0
9,-1.049999999999999,0.9910359161258742,0.0
10,-1.8399999999999994,0.9900448802097482,0.0
11,1.8399999999999839,0.9890548353295385,0.0
12,2.949999999999971,0.988065780494209,0.0
13,-0.8100000000000023,0.9870777147137147,0.0
14,-2.1399999999999997,0.986090636999001,0.0
15,9.229999999999915,0.9851045463620021,0.0
16,-0.9299999999999997,0.98411944181564,0.0
17,-1.439999999999999,0.9831353223738244,0.0
18,-3.4299999999999993,0.9821521870514506,0.0
19,0.21999999999999353,0.9811700348643991,0.0
20,-0.5200000000000049,0.9801888648295347,0.0
21,2.93999999999997,0.9792086759647052,0.0
22,2.869999999999968,0.9782294672887405,0.0
23,-0.02000000000000579,0.9772512378214517,0.0
24,-1.3799999999999994,0.9762739865836303,0.0
25,-1.2499999999999996,0.9752977125970467,0.0
26,1.339999999999983,0.9743224148844496,0.0
27,1.269999999999973,0.9733480924695651,0.0
28,0.7999999999999874,0.9723747443770956,0.0
29,0.2099999999999893,0.9714023696327185,0.0
30,-1.2699999999999991,0.9704309672630859,0.0
31,-0.8800000000000008,0.9694605362958227,0.0
32,-1.1299999999999986,0.9684910757595269,0.0
33,1.9899999999999682,0.9675225846837673,0.0
34,1.509999999999991,0.9665550620990835,0.0
35,0.7299999999999871,0.9655885070369844,0.0
36,2.3099999999999783,0.9646229185299474,0.0
37,-1.1099999999999985,0.9636582956114175,0.0
38,-0.010000000000002451,0.9626946373158061,0.0
39,-1.6799999999999993,0.9617319426784903,0.0
40,1.9899999999999851,0.9607702107358118,0.0
41,-1.879999999999999,0.959809440525076,0.0
42,-2.4099999999999993,0.9588496310845509,0.0
43,-0.6100000000000048,0.9578907814534664,0.0
44,0.349999999999989,0.9569328906720129,0.0
45,4.579999999999952,0.9559759577813409,0.0
46,-0.7599999999999989,0.9550199818235596,0.0
47,-1.549999999999999,0.9540649618417361,0.0
48,1.5099999999999785,0.9531108968798944,0.0
49,-0.7800000000000038,0.9521577859830145,0.0
50,-0.42000000000000526,0.9512056281970315,0.0
51,-2.2299999999999986,0.9502544225688344,0.0
52,0.6299999999999883,0.9493041681462656,0.0
53,1.249999999999977,0.9483548639781193,0.0
54,-0.6100000000000074,0.9474065091141411,0.0
55,3.099999999999957,0.946459102605027,0.0
56,0.03999999999999915,0.9455126435024219,0.0
57,-0.9999999999999996,0.9445671308589195,0.0
58,-1.1399999999999988,0.9436225637280606,0.0
59,-2.4699999999999993,0.9426789411643326,0.0
60,5.79999999999993,0.9417362622231683,0.0
61,-0.14000000000000057,0.9407945259609451,0.0
62,0.5599999999999907,0.9398537314349842,0.0
63,1.4399999999999844,0.9389138777035492,0.0
64,0.009999999999979359,0.9379749638258457,0.0
65,-1.3699999999999992,0.9370369888620198,0.0
66,-1.4099999999999993,0.9360999518731578,0.0
67,2.979999999999933,0.9351638519212846,0.0
68,-0.14000000000001034,0.9342286880693633,0.0
69,-2.269999999999999,0.933294459381294,0.0
70,0.8699999999999832,0.9323611649219127,0.0
71,-1.2899999999999987,0.9314288037569908,0.0
72,0.5399999999999796,0.9304973749532338,0.0
73,0.6999999999999869,0.9295668775782806,0.0
74,-0.8600000000000012,0.9286373107007023,0.0
75,0.3199999999999834,0.9277086733900016,0.0
76,-1.2499999999999991,0.9267809647166116,0.0
77,1.0099999999999776,0.925854183751895,0.0
78,2.939999999999946,0.9249283295681431,0.0
79,-0.7400000000000029,0.9240034012385749,0.0
80,-0.9599999999999991,0.9230793978373364,0.0
81,4.299999999999942,0.9221563184394991,0.0
82,3.269999999999957,0.9212341621210596,0.0
83,-0.7800000000000038,0.9203129279589385,0.0
84,-1.799999999999999,0.9193926150309796,0.0
85,3.5799999999999788,0.9184732224159486,0.0
86,0.2999999999999954,0.9175547491935327,0.0
87,0.7599999999999856,0.9166371944443392,0.0
88,0.4199999999999928,0.9157205572498949,0.0
89,1.759999999999974,0.914804836692645,0.0
90,-0.9400000000000004,0.9138900318559524,0.0
91,-2.0699999999999985,0.9129761418240965,0.0
92,1.7599999999999785,0.9120631656822724,0.0
93,-1.209999999999999,0.9111511025165902,0.0
94,0.19999999999999218,0.9102399514140735,0.0
95,0.4799999999999933,0.9093297114626595,0.0
96,1.189999999999987,0.9084203817511969,0.0
97,1.1399999999999872,0.9075119613694457,0.0
98,2.189999999999987,0.9066044494080763,0.0
99,-1.4099999999999988,0.9056978449586682,0.0
100,-0.9799999999999986,0.9047921471137096,0.0
101,-1.2899999999999987,0.9038873549665959,0.0
102,-0.15000000000000568,0.9029834676116293,0.0
103,-1.2899999999999987,0.9020804841440176,0.0
104,1.9399999999999684,0.9011784036598737,0.0
105,-2.309999999999999,0.9002772252562138,0.0
106,-1.3699999999999988,0.8993769480309576,0.0
107,0.31999999999999496,0.8984775710829266,0.0
108,2.5299999999999585,0.8975790935118436,0.0
109,-1.1099999999999985,0.8966815144183318,0.0
110,-0.5600000000000076,0.8957848329039134,0.0
111,-2.1899999999999986,0.8948890480710096,0.0
112,-0.3200000000000065,0.8939941590229386,0.0
113,-0.7600000000000007,0.8931001648639156,0.0
114,0.16999999999999282,0.8922070646990518,0.0
115,-0.15000000000000568,0.8913148576343527,0.0
116,1.0399999999999903,0.8904235427767183,0.0
117,-0.9699999999999989,0.8895331192339416,0.0
118,1.9799999999999764,0.8886435861147077,0.0
119,-0.4300000000000024,0.887754942528593,0.0
